"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.31027524714963e-87,0.561559655579198,0.347,0.243,1.36121417562056e-82,"LPS-P","ZFAS1"
8.95328544024015e-87,0.510443581121252,0.371,0.264,5.2752757813895e-82,"LPS-P","ND3"
4.5173153377705e-86,0.547429254191113,0.317,0.217,2.66160219701438e-81,"LPS-P","CAMK2N1"
9.33813308125045e-85,0.503518235970567,0.332,0.23,5.50202801147277e-80,"LPS-P","TAGLN2"
1.45561861900525e-84,0.487229737294111,0.347,0.243,8.57650490317894e-80,"LPS-P","MYL12A"
2.28460030959042e-84,0.406405706419579,0.447,0.33,1.34608650241067e-79,"LPS-P","ND4"
3.22278914388451e-84,0.456042831821753,0.377,0.271,1.89886736357675e-79,"LPS-P","SFN"
4.49902583516569e-84,0.544749032837793,0.345,0.244,2.65082602207962e-79,"LPS-P","SERPINB5"
1.229132750263e-83,0.484738907606504,0.353,0.248,7.2420501645496e-79,"LPS-P","STK17A"
3.21528420022567e-83,0.50646046547395,0.302,0.203,1.89444545077296e-78,"LPS-P","PDLIM5"
4.11747688210314e-83,0.554178324992945,0.313,0.215,2.42601737893517e-78,"LPS-P","S100A16"
5.71883449410333e-83,0.400645445996737,0.432,0.316,3.36953728392568e-78,"LPS-P","RPS15A"
1.0252258029064e-82,0.497145645697621,0.378,0.273,6.04063043072452e-78,"LPS-P","IFI27"
2.52538539176162e-82,0.516102518509287,0.274,0.179,1.48795707282595e-77,"LPS-P","HBEGF"
3.80943746291598e-82,0.366248474329467,0.474,0.355,2.2445205531501e-77,"LPS-P","TXN"
5.78734852395987e-82,0.367704242353287,0.679,0.59,3.40990575031715e-77,"LPS-P","ACTG1"
4.0822213082286e-81,0.605938017348644,0.265,0.173,2.40524479480829e-76,"LPS-P","CTSH"
1.06236767980046e-80,0.484087834587536,0.328,0.228,6.25947036938434e-76,"LPS-P","COL17A1"
1.07908715576269e-80,0.416821461837135,0.408,0.298,6.35798152175379e-76,"LPS-P","MYL12B"
2.07416007238909e-80,0.449144711336173,0.401,0.295,1.22209511465165e-75,"LPS-P","ALCAM"
2.60793953449468e-80,0.551903634618088,0.315,0.218,1.53659797372427e-75,"LPS-P","KYNU"
2.70023265660177e-80,0.419828445722424,0.394,0.286,1.59097708126976e-75,"LPS-P","PERP"
3.34104332354071e-80,0.593688163049289,0.275,0.182,1.96854272623019e-75,"LPS-P","CST3"
4.76395462393713e-80,0.637802952438093,0.282,0.191,2.80692206442376e-75,"LPS-P","DSG3"
4.89481061595075e-80,0.446994178326319,0.375,0.269,2.88402241491818e-75,"LPS-P","CAST"
5.04065059551779e-80,0.507828444744028,0.293,0.197,2.96995133087908e-75,"LPS-P","MAST4"
2.93272364164952e-79,0.46348753613516,0.356,0.254,1.7279607696599e-74,"LPS-P","TNFRSF12A"
3.98203653393179e-79,0.568054236133048,0.266,0.174,2.34621592579261e-74,"LPS-P","OCIAD2"
5.55943688061423e-79,0.399831427953441,0.402,0.294,3.27562021005791e-74,"LPS-P","NEAT1"
5.74370405564445e-79,0.426243524421276,0.386,0.28,3.38419042958571e-74,"LPS-P","FAM3C"
8.3633476309887e-79,0.394292054154916,0.396,0.286,4.92768442417854e-74,"LPS-P","KRT19"
1.57896725613474e-78,0.611976966711559,0.254,0.165,9.30327507314586e-74,"LPS-P","MT1X"
1.72162099911231e-78,0.3779133730701,0.447,0.332,1.01437909267697e-73,"LPS-P","COX3"
2.25572419717717e-78,0.392943711943537,0.302,0.204,1.32907269697679e-73,"LPS-P","PTPN12"
1.02272811921111e-77,0.559785804673924,0.297,0.204,6.02591407839187e-73,"LPS-P","MT1E"
1.32711822575303e-77,0.327022586000544,0.48,0.36,7.81938058613683e-73,"LPS-P","COX2"
4.12632247696782e-77,0.496365323629859,0.312,0.216,2.43122920342944e-72,"LPS-P","KLF6"
1.45117252409857e-75,0.441352408352716,0.325,0.226,8.55030851198877e-71,"LPS-P","IER3"
6.72193479798408e-75,0.505048719889452,0.306,0.212,3.96056398297222e-70,"LPS-P","KRT6A"
8.00907593546855e-75,0.523951894034201,0.252,0.165,4.71894754117807e-70,"LPS-P","DAAM1"
2.03574669415929e-74,0.27677125332764,0.592,0.471,1.19946195219865e-69,"LPS-P","FTL"
2.21466745040961e-74,0.484495257429305,0.314,0.218,1.30488206178134e-69,"LPS-P","KRT18"
2.84726492715871e-74,0.343198960245345,0.444,0.329,1.67760849508191e-69,"LPS-P","RPL7A"
3.66305383119305e-74,0.622154076820345,0.259,0.173,2.15827131733895e-69,"LPS-P","FRMD4B"
