"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CHD9",7.70527246647808e-211,0.636141846569437,0.374,0.149,4.53994653724888e-206,"3","CHD9"
"UFM1",1.12365966416561e-210,1.17457954596711,0.283,0.099,6.6206027412638e-206,"3","UFM1"
"TRAF3",1.86097834261146e-209,1.081479198337,0.289,0.102,1.09648843946667e-204,"3","TRAF3"
"SNHG5",1.97574146058664e-209,1.43685647471552,0.275,0.097,1.16410686857765e-204,"3","SNHG5"
"CTTN",2.02770002285491e-209,0.919952456298328,0.308,0.113,1.19472085346611e-204,"3","CTTN"
"ARPC1A",2.42258936329547e-209,0.903092531202374,0.331,0.126,1.42738965285369e-204,"3","ARPC1A"
"RSRC1",3.71022563220271e-209,0.615145464407302,0.416,0.175,2.18606494249383e-204,"3","RSRC1"
"DYNLT1",1.42263164893006e-208,0.845189029177057,0.368,0.149,8.38214567549594e-204,"3","DYNLT1"
"FBXW7",5.92258835079036e-208,0.623292668139906,0.388,0.158,3.48958905628568e-203,"3","FBXW7"
"TARS1",1.20736696843405e-207,0.973964423577724,0.319,0.121,7.11380617801343e-203,"3","TARS1"
"GNAQ",1.2566398709138e-207,0.769541909298939,0.372,0.151,7.40412211942411e-203,"3","GNAQ"
"SKIL",2.10962818629508e-207,0.413006088693134,0.593,0.28,1.24299292736506e-202,"3","SKIL"
"ATP13A3",3.77640459696118e-207,1.14331808432374,0.264,0.089,2.22505758852953e-202,"3","ATP13A3"
"CEP350",3.83176704125913e-207,0.847670330285051,0.319,0.119,2.25767714070988e-202,"3","CEP350"
"UQCR11",4.27639554476814e-207,0.820215560346226,0.375,0.153,2.51965225497739e-202,"3","UQCR11"
"CSPP1",4.43897236948815e-207,0.972983983249622,0.259,0.086,2.61544252010241e-202,"3","CSPP1"
"SLCO3A1",5.95405706541604e-207,0.841845305822364,0.337,0.13,3.50813042294313e-202,"3","SLCO3A1"
"C19orf33",6.47275445163674e-207,1.34002528764488,0.298,0.11,3.81374692290436e-202,"3","C19orf33"
"PLPP2",2.25766153116508e-206,1.55400865536602,0.28,0.101,1.33021417416246e-201,"3","PLPP2"
"BCAR3",4.90532721748389e-206,1.30029221009536,0.272,0.094,2.89021879654151e-201,"3","BCAR3"
"TBC1D5",6.27132617988852e-206,1.25362641243552,0.262,0.088,3.69506538519032e-201,"3","TBC1D5"
"KIAA0232",6.88592474500717e-206,0.890856199014607,0.319,0.121,4.05718685975822e-201,"3","KIAA0232"
"LAMTOR5",7.75606098390084e-206,1.34263473129354,0.273,0.096,4.56987113171437e-201,"3","LAMTOR5"
"GNAI1",1.01571200197619e-205,0.967463913246746,0.264,0.088,5.98457511564374e-201,"3","GNAI1"
"VGLL4",3.7423568363121e-205,1.24841227218607,0.258,0.087,2.20499664795509e-200,"3","VGLL4"
"TM9SF2",2.24332050995884e-204,0.845589349982256,0.334,0.128,1.32176444446775e-199,"3","TM9SF2"
"HIPK3",3.96929985382338e-203,0.76651495046943,0.309,0.114,2.33871147387273e-198,"3","HIPK3"
"FAM83A",4.09597712202608e-203,1.13472595941158,0.276,0.096,2.41334972029777e-198,"3","FAM83A"
"PPP6R3",5.52482996372321e-203,0.970888721960738,0.265,0.09,3.25522981462572e-198,"3","PPP6R3"
"AGFG1",5.63858114485923e-203,0.362940281415214,0.577,0.272,3.32225201055106e-198,"3","AGFG1"
"RCN1",3.02467054826503e-202,1.36384955895092,0.263,0.091,1.78213588703776e-197,"3","RCN1"
"APRT",4.68818963406692e-202,0.991262585522033,0.328,0.127,2.76228133239223e-197,"3","APRT"
"WWC2",1.8370661780651e-201,1.00010517811847,0.279,0.099,1.08239939211596e-196,"3","WWC2"
"PPP1CB",4.2916780117496e-201,0.640681686723204,0.365,0.147,2.52865668452286e-196,"3","PPP1CB"
"TRMT112",5.32617804190906e-201,1.52070205788462,0.262,0.092,3.13818410229282e-196,"3","TRMT112"
"TCF12",5.35597823771002e-201,0.517833034999023,0.42,0.178,3.15574237765875e-196,"3","TCF12"
"KMT2C",1.1028944671741e-200,0.622097909932137,0.363,0.146,6.49825420058979e-196,"3","KMT2C"
"SLC12A2",1.89499519074619e-200,0.978489538627921,0.259,0.088,1.11653116638766e-195,"3","SLC12A2"
"OSBPL1A",3.73142563447655e-200,1.28612481203083,0.276,0.099,2.19855598383358e-195,"3","OSBPL1A"
"ANXA11",3.942661947492e-200,1.28711505840291,0.299,0.112,2.32301641946228e-195,"3","ANXA11"
"UQCR10",5.34851201354267e-200,0.941574816518751,0.33,0.128,3.15134327837934e-195,"3","UQCR10"
"MTPN",3.1519615512464e-199,0.512677443368859,0.453,0.2,1.85713574599438e-194,"3","MTPN"
"MFF",5.0190942797257e-199,0.857648219691026,0.318,0.121,2.95725034961438e-194,"3","MFF"
"CHCHD10",7.36712803917758e-199,1.49492555096245,0.27,0.098,4.34071184068343e-194,"3","CHCHD10"
"COX6B1",1.15178798594566e-198,0.503088167634491,0.509,0.233,6.78633481319184e-194,"3","COX6B1"
"RIF1",1.74341801844106e-198,1.0131932053818,0.279,0.099,1.02722189646547e-193,"3","RIF1"
"TUBA1B",7.79746006310169e-198,0.401713386021077,0.552,0.252,4.59426346917952e-193,"3","TUBA1B"
"RALGPS2",7.978625196369e-198,1.51640733831666,0.257,0.089,4.70100596570062e-193,"3","RALGPS2"
"SLC44A1",8.24810050327567e-198,0.779941202448545,0.281,0.099,4.85978081653002e-193,"3","SLC44A1"
"BBLN",1.64676153783708e-197,0.984485341381873,0.343,0.138,9.70271898093609e-193,"3","BBLN"
"ABRACL",2.48540779630477e-197,1.03074516161956,0.292,0.108,1.46440227358277e-192,"3","ABRACL"
"DYNC1LI1",4.41345070316011e-197,1.18599449865631,0.265,0.093,2.60040515430193e-192,"3","DYNC1LI1"
"SNX3",6.38221812664549e-197,0.877894371485807,0.342,0.137,3.76040292021952e-192,"3","SNX3"
"CLDN1",1.17175085716605e-196,1.08324998519999,0.335,0.132,6.90395605042237e-192,"3","CLDN1"
"DYNLRB1",1.2156520893092e-196,0.80103263705814,0.334,0.131,7.16262211020982e-192,"3","DYNLRB1"
"ATP6V1G1",1.23851501559205e-196,0.395520143665694,0.603,0.287,7.29733047186837e-192,"3","ATP6V1G1"
"ZNF609",2.86074958754343e-196,0.714674070624539,0.338,0.134,1.68555365698059e-191,"3","ZNF609"
"RHOC",3.36317993215923e-196,0.584287875604413,0.425,0.184,1.98158561602822e-191,"3","RHOC"
"RRAS",8.80851829078733e-196,1.35154942681873,0.257,0.089,5.1899789769319e-191,"3","RRAS"
"WASF2",1.24936307978405e-195,0.517917557529413,0.428,0.186,7.3612472660876e-191,"3","WASF2"
"GPHN",1.29596474653944e-195,1.03558972979297,0.307,0.118,7.63582428661038e-191,"3","GPHN"
"UQCRB",7.92066062709269e-195,0.403364173577639,0.627,0.299,4.66685324148301e-190,"3","UQCRB"
"GALNT3",3.19574852529177e-194,1.44422862251565,0.258,0.09,1.88293503110191e-189,"3","GALNT3"
"CCDC186",4.09235334734917e-194,0.992943825621531,0.276,0.099,2.41121459225813e-189,"3","CCDC186"
"MOB1A",1.08260899478239e-193,1.05458681953982,0.27,0.096,6.37873219725783e-189,"3","MOB1A"
"SRSF4",1.5227169764754e-193,1.00591493127812,0.277,0.1,8.97184842539306e-189,"3","SRSF4"
"ESYT2",1.91730573934139e-193,1.11157978876515,0.271,0.097,1.12967654161995e-188,"3","ESYT2"
"ATXN10",7.82301907381403e-193,0.952310473888006,0.285,0.105,4.60932283829123e-188,"3","ATXN10"
"AP2B1",9.40444310199955e-193,1.13523220989772,0.263,0.093,5.54109787569813e-188,"3","AP2B1"
"LRRC8A",9.74829721942873e-193,1.0386553031949,0.321,0.127,5.74369672168741e-188,"3","LRRC8A"
"CD2AP",1.47085209445326e-192,0.525607982072741,0.452,0.202,8.66626054051863e-188,"3","CD2AP"
"UGCG",3.21418507382005e-192,0.823771852036986,0.337,0.135,1.89379784549477e-187,"3","UGCG"
"MYC",4.32036278432608e-192,0.638628889896581,0.355,0.142,2.54555775252492e-187,"3","MYC"
"NCOA3",6.27954303077522e-192,1.10997714777605,0.256,0.089,3.69990675373276e-187,"3","NCOA3"
"MACF11",9.06935874002666e-192,0.35836104345458,0.701,0.356,5.34366616962371e-187,"3","MACF1"
"ARID1B",1.24300849836077e-191,0.670194208697894,0.348,0.14,7.32380607234163e-187,"3","ARID1B"
"CCNY",1.44333433113783e-191,1.24819109455726,0.259,0.092,8.50412587906412e-187,"3","CCNY"
"SENP6",4.35874708718391e-191,0.463410274601362,0.429,0.188,2.56817378376876e-186,"3","SENP6"
"DRAP1",5.67120018809199e-191,0.75038812033069,0.321,0.125,3.3414711508238e-186,"3","DRAP1"
"GLUD1",1.12081667271998e-190,0.899225117392564,0.307,0.118,6.60385183566615e-186,"3","GLUD1"
"ZNF644",1.42200007800289e-190,0.527473779661242,0.393,0.166,8.37842445959301e-186,"3","ZNF644"
"TOMM20",2.21327202281525e-190,0.53161969680936,0.448,0.2,1.30405987584275e-185,"3","TOMM20"
"ELK3",2.22334370263277e-190,0.754863382164949,0.314,0.12,1.30999410959123e-185,"3","ELK3"
"NDUFB10",3.55858953141942e-190,1.06057439806169,0.295,0.112,2.09672095191232e-185,"3","NDUFB10"
"RPL39",4.45944577264079e-190,1.28163911549068,0.29,0.11,2.62750544923995e-185,"3","RPL39"
"PCDH71",6.58185296974412e-190,0.319106471083718,0.628,0.307,3.87802776977323e-185,"3","PCDH7"
"TMA7",1.32650691339713e-189,0.873625051296378,0.339,0.138,7.81577873373589e-185,"3","TMA7"
"MDH2",2.18024786974934e-189,1.03754330896078,0.303,0.117,1.28460204485631e-184,"3","MDH2"
"MICOS10",4.59113576687109e-189,0.848029512035619,0.313,0.122,2.70509719384045e-184,"3","MICOS10"
"MIA2",4.63629173162235e-189,0.843788132176966,0.268,0.095,2.73170308827189e-184,"3","MIA2"
"SNHG16",3.27468572825811e-188,1.53572457007497,0.253,0.09,1.92944483108968e-183,"3","SNHG16"
"USP8",4.01666932259113e-188,0.902767602870279,0.277,0.101,2.3666215648707e-183,"3","USP8"
"MRFAP1",4.19559517172934e-188,0.779139940037101,0.327,0.13,2.47204467518293e-183,"3","MRFAP1"
"UBE2D1",1.471088463868e-187,1.04861157548403,0.266,0.095,8.66765322911027e-183,"3","UBE2D1"
"SNHG6",5.39942582580291e-187,1.10691400473882,0.329,0.133,3.18134169656308e-182,"3","SNHG6"
"IL18",8.65694160143434e-186,1.41846040006493,0.265,0.097,5.10066999156511e-181,"3","IL18"
"CCDC50",3.23302539077005e-185,0.676116242496176,0.33,0.132,1.90489856024171e-180,"3","CCDC50"
"LARP4B",5.08669598148964e-185,0.962304015844283,0.268,0.098,2.9970812722937e-180,"3","LARP4B"
"CDC42EP3",9.45809356454148e-185,1.04522452215591,0.282,0.106,5.57270872822784e-180,"3","CDC42EP3"
"RNF19A",2.556411958084e-184,0.679765563007442,0.355,0.147,1.5062379257031e-179,"3","RNF19A"
"SRP19",3.78936887105604e-184,0.78066175286188,0.301,0.116,2.23269613882622e-179,"3","SRP19"
"CUTA",1.19868203720577e-183,0.889267852471636,0.328,0.134,7.06263456321642e-179,"3","CUTA"
"BZW1",3.46531626227954e-183,0.307446898101016,0.552,0.263,2.0417643417351e-178,"3","BZW1"
"OPA1",2.77447973260359e-182,0.85579671208067,0.255,0.089,1.63472345845004e-177,"3","OPA1"
"LRRFIP2",4.46219667278506e-182,0.801614329647845,0.301,0.116,2.62912627960496e-177,"3","LRRFIP2"
"TIMP1",6.14977206803418e-182,0.938884850005354,0.317,0.128,3.62344570248574e-177,"3","TIMP1"
"DIAPH1",2.57566598323797e-181,0.778875887463064,0.31,0.122,1.51758239732381e-176,"3","DIAPH1"
"ANKRD12",5.71864817109329e-181,0.562447416739478,0.386,0.167,3.36942750240816e-176,"3","ANKRD12"
"MARCHF6",1.25605462492717e-180,0.851928819522736,0.272,0.1,7.40067385007089e-176,"3","MARCHF6"
"GADD45GIP1",1.62330479096336e-180,1.22361615766666,0.271,0.102,9.56451182835612e-176,"3","GADD45GIP1"
"PPFIA1",3.36995235141593e-180,0.971097109151993,0.276,0.104,1.98557592545427e-175,"3","PPFIA1"
"DNTTIP2",1.32837259097618e-179,0.602140673548934,0.385,0.167,7.82677130603167e-175,"3","DNTTIP2"
"NFAT51",1.62399059860553e-179,0.283131489922733,0.464,0.211,9.56855260698379e-175,"3","NFAT5"
"SNHG8",2.19164616807382e-179,1.32139736196262,0.277,0.106,1.2913179222291e-174,"3","SNHG8"
"TMEM59",2.47047376797971e-178,0.53016306121592,0.403,0.178,1.45560314409364e-173,"3","TMEM59"
"RNMT",1.15007166127657e-177,0.885353580619051,0.269,0.099,6.77622222824156e-173,"3","RNMT"
"MARCHF7",1.63663939867538e-177,0.475210539128344,0.378,0.161,9.64307933699535e-173,"3","MARCHF7"
"BRK1",2.86012300458509e-177,1.30620640607382,0.258,0.095,1.68518447430154e-172,"3","BRK1"
"MRPL51",3.23995609648072e-177,1.05421922414658,0.272,0.103,1.90898213204644e-172,"3","MRPL51"
"TFDP2",3.63305236585273e-177,0.98659555072529,0.299,0.119,2.14059445396043e-172,"3","TFDP2"
"OAF",7.0782784228623e-177,0.678211646865511,0.251,0.087,4.17052164675047e-172,"3","OAF"
"ARL6IP4",7.12492543380571e-176,0.746814052705109,0.328,0.135,4.19800606559833e-171,"3","ARL6IP4"
"CDC42BPB",7.96165479895314e-176,0.596448172424873,0.315,0.125,4.69100700754319e-171,"3","CDC42BPB"
"WDR1",8.40927343975345e-176,0.864262698035027,0.264,0.097,4.95474391070273e-171,"3","WDR1"
"SOD2",1.40715143830189e-175,0.671914867746984,0.409,0.183,8.29093627447475e-171,"3","SOD2"
"CPNE3",3.58737736943684e-175,0.492249745674086,0.394,0.173,2.11368274607219e-170,"3","CPNE3"
"CCNL2",6.24226032863624e-175,0.608258616162557,0.272,0.1,3.67793978563247e-170,"3","CCNL2"
"RBM3",8.55804901134636e-175,0.959164745570517,0.282,0.109,5.04240247748528e-170,"3","RBM3"
"COPS9",4.4792404698376e-174,1.05293534794571,0.257,0.095,2.63916848482832e-169,"3","COPS9"
"SRSF9",7.23781146566701e-173,0.914793082575351,0.297,0.119,4.264518515571e-168,"3","SRSF9"
"BOD1L1",9.63795644167217e-172,0.50419284766135,0.382,0.167,5.67868393543324e-167,"3","BOD1L1"
"RPL22",1.04490246567467e-171,0.382544697827286,0.578,0.281,6.15656532775515e-167,"3","RPL22"
"C9orf78",1.78866092833358e-171,0.948029056839112,0.255,0.093,1.05387901897415e-166,"3","C9orf78"
"SON",2.40404305706838e-171,0.282987523702321,0.629,0.319,1.41646216922469e-166,"3","SON"
"RAD23A",3.77186953095326e-171,0.79836244445696,0.292,0.115,2.22238552763766e-166,"3","RAD23A"
"EHMT1",5.05905287881181e-171,0.930674969717669,0.281,0.11,2.98079395619592e-166,"3","EHMT1"
"RPL18",8.35258222566912e-171,0.45079360561884,0.982,0.672,4.92134144736425e-166,"3","RPL18"
"SSR3",1.37989956848389e-170,0.480943135318934,0.347,0.144,8.13036825750708e-166,"3","SSR3"
"SMARCC1",3.10962843671413e-170,0.399420768634089,0.439,0.201,1.83219307491197e-165,"3","SMARCC1"
"MIB2",3.33878547121023e-170,1.15715426264676,0.263,0.1,1.96721239963707e-165,"3","MIB2"
"TMEM131",5.60423976293525e-170,0.353513944609036,0.347,0.142,3.30201806832145e-165,"3","TMEM131"
"CTBP2",9.14484994675757e-170,0.573118972441255,0.368,0.16,5.38814558862956e-165,"3","CTBP2"
"RSL24D1",2.12698815744425e-169,1.32400966223298,0.25,0.093,1.25322142236615e-164,"3","RSL24D1"
"TAOK3",2.31511231738487e-169,0.893086782645938,0.285,0.112,1.36406417740317e-164,"3","TAOK3"
"GJA1",1.6975096327237e-168,0.367942628076042,0.302,0.115,1.00017267560081e-163,"3","GJA1"
"HNRNPC",2.48665555130916e-168,0.288567838178187,0.677,0.343,1.46513745083136e-163,"3","HNRNPC"
"RAPGEF2",2.77623731519994e-168,0.711652778812757,0.3,0.119,1.63575902611581e-163,"3","RAPGEF2"
"NOP53",3.93756970500656e-168,0.756704821189654,0.325,0.136,2.32001607018986e-163,"3","NOP53"
"NSRP1",9.61230761476979e-168,0.722916674871065,0.293,0.116,5.66357164662236e-163,"3","NSRP1"
"PHACTR4",1.03583130029072e-167,1.16258358554664,0.254,0.095,6.10311802131295e-163,"3","PHACTR4"
"LAMTOR4",1.44376715877892e-167,0.970937588436209,0.265,0.101,8.50667609952537e-163,"3","LAMTOR4"
"RALY",1.9985647281709e-167,0.890025258911684,0.259,0.097,1.17755433783829e-162,"3","RALY"
"GNG5",2.13781132273787e-167,0.323591361659812,0.517,0.249,1.25959843135715e-162,"3","GNG5"
"BTG2",3.12824939715059e-167,0.43030225366233,0.284,0.107,1.84316454480113e-162,"3","BTG2"
"KRT6B",1.23478721278051e-166,1.06137459738506,0.256,0.096,7.27536625770276e-162,"3","KRT6B"
"GLUL",1.5719294488459e-166,0.838324149072662,0.315,0.13,9.26180831260004e-162,"3","GLUL"
"UBAP2",9.02023260619046e-166,0.664055379812893,0.337,0.144,5.31472105156742e-161,"3","UBAP2"
"TRMT10C",1.80716895500956e-165,0.975832949838399,0.261,0.099,1.06478394829164e-160,"3","TRMT10C"
"PSMA4",2.21110830251205e-165,0.326634377618191,0.474,0.223,1.3027850118401e-160,"3","PSMA4"
"ANXA3",9.2576430458733e-165,1.12899277483601,0.282,0.112,5.45460328262855e-160,"3","ANXA3"
"MRPL13",1.54257836180981e-164,0.873689915788827,0.293,0.119,9.08887170778339e-160,"3","MRPL13"
"PLSCR1",3.32976082572439e-164,1.24198093352696,0.261,0.101,1.96189507851681e-159,"3","PLSCR1"
"SLC16A1",1.75347970588203e-163,0.7233214031059,0.272,0.105,1.03315024270569e-158,"3","SLC16A1"
"SNRPB",4.93060313290912e-163,0.367908769736114,0.472,0.225,2.90511136591006e-158,"3","SNRPB"
"TJP1",8.40761095876881e-163,0.618538107601058,0.328,0.138,4.95376437690658e-158,"3","TJP1"
"SET",1.320947227132e-162,0.306455848929148,0.687,0.349,7.78302106226172e-158,"3","SET"
"ATP11B",2.13136074714976e-162,0.472435516136307,0.354,0.154,1.25579775222064e-157,"3","ATP11B"
"IRF1",1.63917933813644e-161,0.6665682845908,0.296,0.119,9.65804466029988e-157,"3","IRF1"
"RBIS",1.71941994592339e-161,0.498172362638763,0.389,0.175,1.01308223213806e-156,"3","RBIS"
"HOOK3",1.82591722487769e-161,0.54771634120987,0.294,0.117,1.07583042889794e-156,"3","HOOK3"
"ZC3H13",2.13755613907695e-161,0.758307015574663,0.296,0.121,1.25944807714414e-156,"3","ZC3H13"
"MAP2K4",1.30390169733805e-160,0.491559945901104,0.331,0.14,7.68258880071577e-156,"3","MAP2K4"
"ZBTB38",1.04985546859989e-159,0.603457061895086,0.32,0.134,6.18574842099052e-155,"3","ZBTB38"
"COP1",2.52051032618449e-159,0.590122698403645,0.304,0.124,1.4850846841879e-154,"3","COP1"
"RBM8A",2.55576465622556e-159,0.642948322227122,0.3,0.123,1.5058565354481e-154,"3","RBM8A"
"PRDX1",3.44499101915371e-159,0.299675843707864,0.829,0.431,2.02978870848537e-154,"3","PRDX1"
"ARHGEF12",4.14740031992274e-159,0.659446067135676,0.275,0.107,2.44364826849848e-154,"3","ARHGEF12"
"AP3B1",8.13425229266817e-159,0.618142149309362,0.303,0.125,4.79270145084008e-154,"3","AP3B1"
"EIF2S3",2.46898668628573e-158,0.800529732170342,0.301,0.125,1.45472695555955e-153,"3","EIF2S3"
"YWHAG",7.94287271087549e-158,0.254790738718514,0.41,0.186,4.67994060124784e-153,"3","YWHAG"
"NOL7",1.24337155243313e-156,0.652872418375136,0.324,0.139,7.32594518693598e-152,"3","NOL7"
"PHB2",1.59272362005973e-155,0.957112168913875,0.261,0.102,9.38432756939193e-151,"3","PHB2"
"GDI2",9.18692251718058e-155,0.591234568392671,0.315,0.133,5.4129347471228e-150,"3","GDI2"
"JPT1",1.95183918053944e-154,0.511762024756737,0.387,0.178,1.15002364517384e-149,"3","JPT1"
"SEC11A",2.96307139213957e-154,0.479516954324085,0.357,0.158,1.74584166424863e-149,"3","SEC11A"
"OXR1",1.39887256296821e-153,0.86868443965362,0.254,0.098,8.2421571410087e-149,"3","OXR1"
"EIF5A",4.08739791254922e-153,0.35987420263015,0.425,0.199,2.408294850074e-148,"3","EIF5A"
"MMP14",8.36998783371534e-153,0.519569843957339,0.288,0.116,4.93159683162508e-148,"3","MMP14"
"RSF1",2.24177167628895e-152,0.253446646821614,0.415,0.192,1.32085187166945e-147,"3","RSF1"
"TCEAL9",2.74435298793379e-152,0.688289427540143,0.251,0.096,1.61697278049059e-147,"3","TCEAL9"
"UQCRC1",1.34827785818068e-151,0.763179260861591,0.254,0.099,7.94405314040056e-147,"3","UQCRC1"
"ARPP19",2.21098571730399e-151,0.831936298307281,0.25,0.097,1.30271278463551e-146,"3","ARPP19"
"ARF5",2.32386986793712e-149,0.292951044563399,0.432,0.206,1.36922412618855e-144,"3","ARF5"
"HINT1",2.74943429839085e-148,0.312099399170175,0.785,0.417,1.61996668861189e-143,"3","HINT1"
"RAN",4.87983668702119e-148,0.281252779320116,0.6,0.305,2.87519977599289e-143,"3","RAN"
"KLF13",7.04874148967986e-147,0.420856609670889,0.276,0.11,4.15311848571938e-142,"3","KLF13"
"CCNC",1.66197690386269e-146,0.779411128193241,0.254,0.1,9.79236791755899e-142,"3","CCNC"
"SMC5",1.76009509424612e-145,0.371068610598584,0.415,0.199,1.03704802952982e-140,"3","SMC5"
"USP14",2.00161432579318e-145,0.398979429183001,0.326,0.143,1.17935116075734e-140,"3","USP14"
"IGBP1",8.46885044399619e-145,0.678622684470108,0.28,0.116,4.98984668160256e-140,"3","IGBP1"
"PSMA1",5.00899251390285e-144,0.839247500590085,0.283,0.121,2.95129838919156e-139,"3","PSMA1"
"DCUN1D5",5.629014209459e-143,0.53440689739181,0.322,0.142,3.31661517221324e-138,"3","DCUN1D5"
"LAPTM4A",6.22027871467632e-143,0.294667030062994,0.368,0.168,3.66498821868729e-138,"3","LAPTM4A"
"SND1",7.40428399412766e-143,0.280015902010196,0.32,0.137,4.36260412934002e-138,"3","SND1"
"NOLC1",2.47202368752214e-142,0.790761884817414,0.273,0.113,1.45651635668805e-137,"3","NOLC1"
"ZFAND6",2.27306652196922e-141,0.398882659291249,0.324,0.143,1.33929079474426e-136,"3","ZFAND6"
"CDC42BPA",2.88919766940334e-141,0.464474392479058,0.286,0.12,1.70231526681245e-136,"3","CDC42BPA"
"IP6K2",8.38731002998427e-141,0.485293996338496,0.283,0.119,4.94180306966673e-136,"3","IP6K2"
"KDELR2",4.19479536666036e-140,0.669499886691068,0.258,0.104,2.47157343003628e-135,"3","KDELR2"
"SLC25A5",6.9563214565276e-140,0.438306326893975,0.366,0.17,4.09866460218606e-135,"3","SLC25A5"
"SNHG32",3.16147347960865e-139,1.14945850844228,0.264,0.111,1.86274017418542e-134,"3","SNHG32"
"SUGT1",4.4124400296397e-136,0.609523665917242,0.255,0.104,2.59980966546371e-131,"3","SUGT1"
"ATP5PF",2.39752364784209e-135,0.27453970399171,0.37,0.173,1.41262093330856e-130,"3","ATP5PF"
"PRDX2",6.01931871994839e-135,0.499785192534566,0.325,0.148,3.54658258979359e-130,"3","PRDX2"
"PPM1G",8.15984073839911e-135,0.328465803378618,0.352,0.162,4.80777816306475e-130,"3","PPM1G"
"RNF145",1.08640713117799e-134,0.680223686365624,0.264,0.111,6.4011108169007e-130,"3","RNF145"
"NCKAP1",3.99817712031141e-134,0.278065051337092,0.33,0.148,2.35572595928748e-129,"3","NCKAP1"
"PPP3R1",7.67517392088435e-134,0.299740715647525,0.283,0.118,4.52221247418506e-129,"3","PPP3R1"
"THOC7",2.27940404476079e-133,0.433807777027833,0.336,0.155,1.34302486317306e-128,"3","THOC7"
"RERE",3.8009939981206e-133,0.328667601716728,0.381,0.181,2.23954566369265e-128,"3","RERE"
"PLOD2",7.09814579939005e-133,0.41319696216295,0.327,0.147,4.18222750500062e-128,"3","PLOD2"
"PAM",6.37931943945873e-132,0.474915142747321,0.341,0.157,3.75869501372908e-127,"3","PAM"
"RYK",1.26029652494472e-130,0.396848589654103,0.309,0.138,7.4256671249743e-126,"3","RYK"
"POLR2L",2.67585001447262e-130,0.377718823003354,0.294,0.129,1.57661082852727e-125,"3","POLR2L"
"RAB18",3.22403522713853e-130,0.393786376288181,0.279,0.119,1.89960155583002e-125,"3","RAB18"
"UXT",9.72821255938679e-130,0.733974940117742,0.275,0.12,5.73186283999069e-125,"3","UXT"
"LSM7",7.71307149411101e-127,0.539069914336334,0.285,0.125,4.54454172433021e-122,"3","LSM7"
"CKAP4",1.36149468915747e-125,0.279126446139929,0.333,0.154,8.02192670851584e-121,"3","CKAP4"
"PUM1",5.33267814255051e-125,0.261151730154672,0.354,0.168,3.14201396159076e-120,"3","PUM1"
"ACBD6",9.41378386953745e-123,0.336749416532635,0.323,0.15,5.54660145593146e-118,"3","ACBD6"
"REEP5",3.11238596972362e-122,0.321912821378505,0.361,0.174,1.83381781336116e-117,"3","REEP5"
"ARL4C",9.09777061605847e-122,0.398188193795474,0.31,0.141,5.36040644698165e-117,"3","ARL4C"
"ACSL3",9.22833374029293e-122,0.380084209387989,0.287,0.128,5.43733423978059e-117,"3","ACSL3"
"PUM3",2.34840361970565e-121,0.685381335394542,0.261,0.113,1.38367941273057e-116,"3","PUM3"
"TIMM13",7.22653581175468e-121,0.482591776413171,0.29,0.132,4.25787490028586e-116,"3","TIMM13"
"LAMP2",2.9379682845483e-120,0.272696593146354,0.288,0.128,1.73105091325586e-115,"3","LAMP2"
"YME1L1",1.38063235126071e-119,0.288022496647392,0.296,0.134,8.13468581362811e-115,"3","YME1L1"
"MLEC",3.30736307805246e-118,0.367487377664221,0.255,0.109,1.94869832558851e-113,"3","MLEC"
"ATP5PB",7.89596581049865e-118,0.46262701663745,0.287,0.131,4.6523030555458e-113,"3","ATP5PB"
"RPL10A",4.45901613538376e-117,0.357876981732737,0.967,0.612,2.62725230696811e-112,"3","RPL10A"
"SNHG7",7.23162797202985e-117,0.937106937384608,0.272,0.124,4.26087520111999e-112,"3","SNHG7"
"ATP5F1A",1.01749048454633e-115,0.275929833063233,0.326,0.155,5.99505393494698e-111,"3","ATP5F1A"
"TOMM6",1.12487467216526e-115,0.623022795509911,0.28,0.128,6.62776156839774e-111,"3","TOMM6"
"KAT6A",1.24795537008688e-115,0.262856019418308,0.262,0.114,7.35295304055187e-111,"3","KAT6A"
"RASA1",1.54670697491579e-114,0.277002320214829,0.322,0.152,9.11319749620383e-110,"3","RASA1"
"NPEPPS",1.85378895648701e-114,0.423229270075629,0.261,0.115,1.09225245316215e-109,"3","NPEPPS"
"PFN2",2.30776157839048e-114,0.353410628268847,0.297,0.137,1.35973312198767e-109,"3","PFN2"
"NCL",7.99020907511361e-114,0.320253646965602,0.891,0.54,4.70783118705694e-109,"3","NCL"
"FIS1",1.99671503245644e-113,0.350149989337696,0.285,0.131,1.17646449712333e-108,"3","FIS1"
"TRAPPC5",2.93948697039004e-113,0.428867812352652,0.275,0.125,1.73194572295381e-108,"3","TRAPPC5"
"DDX46",7.87387801421134e-112,0.25860360502678,0.313,0.148,4.63928892597332e-107,"3","DDX46"
"ATP6V1F",4.88414059926801e-111,0.426997217275347,0.273,0.125,2.87773564108871e-106,"3","ATP6V1F"
"MNAT1",1.25670196259069e-109,0.271536024784029,0.294,0.138,7.40448796358436e-105,"3","MNAT1"
"HNRNPH3",8.68713886226196e-109,0.319790740533702,0.283,0.131,5.11846221764475e-104,"3","HNRNPH3"
