"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL28",0,0.676111151175486,0.956,0.972,0,"0","RPL28"
"RPL19",0,0.65076602250735,0.957,0.97,0,"0","RPL19"
"RACK1",0,0.827472856087178,0.949,0.962,0,"0","RACK1"
"DDX5",0,0.656221573073176,0.95,0.938,0,"0","DDX5"
"RPL11",0,0.658244738223635,0.956,0.968,0,"0","RPL11"
"NAP1L1",0,0.868916795144916,0.722,0.711,0,"0","NAP1L1"
"RPL13",0,0.582182815926981,0.964,0.974,0,"0","RPL13"
"RPL18A",0,0.861741060430194,0.946,0.955,0,"0","RPL18A"
"H3-3B",0,0.297137008056996,0.943,0.951,0,"0","H3-3B"
"RPL23",0,0.889800740161007,0.941,0.948,0,"0","RPL23"
"RPL37",0,0.880154341236359,0.951,0.957,0,"0","RPL37"
"RPS5",0,0.954365068139212,0.864,0.868,0,"0","RPS5"
"FAU",0,1.02732697650837,0.946,0.942,0,"0","FAU"
"RPS20",0,0.836988001678255,0.953,0.956,0,"0","RPS20"
"RPS21",0,1.03617165084272,0.865,0.867,0,"0","RPS21"
"RPL30",0,0.972145362937139,0.984,0.982,0,"0","RPL30"
"RPS14",0,0.872950192912572,0.985,0.987,0,"0","RPS14"
"RPL8",0,0.835898946655911,0.991,0.991,0,"0","RPL8"
"RPL21P110",4.58577534529248e-308,1.23453865345358,0.413,0.224,2.70193883344633e-303,"0","RPL21P110"
"RPL3P2",4.91508467502474e-307,1.289986035816,0.395,0.21,2.89596789052458e-302,"0","RPL3P2"
"RPS16P7",1.16888236711632e-304,1.20299414906305,0.422,0.234,6.88705490704933e-300,"0","RPS16P7"
"RPL3P4",6.30361983987404e-304,1.14450021247856,0.534,0.374,3.71409280965378e-299,"0","RPL3P4"
"RPS11",8.8546679271865e-304,0.653543584389752,0.793,0.859,5.21717034269829e-299,"0","RPS11"
"NPM1P32",1.177634464934e-301,1.52210717605371,0.314,0.144,6.93862226739114e-297,"0","NPM1P32"
"RPL10AP4",1.59242591082421e-298,1.11420283016999,0.45,0.259,9.38257346657622e-294,"0","RPL10AP4"
"RPS12P32",2.34313338360128e-298,1.27214675045843,0.4,0.217,1.38057418961788e-293,"0","RPS12P32"
"RPL3P9",2.4336514102263e-293,1.29486797518476,0.382,0.202,1.43390741090534e-288,"0","RPL3P9"
"YBX1",6.61416879239019e-292,0.62045561965517,0.796,0.802,3.8970682524763e-287,"0","YBX1"
"RPL35AP32",9.92204625750821e-289,1.51956957627187,0.319,0.152,5.84606965492384e-284,"0","RPL35AP32"
"GAPDHP59",4.76028778930465e-288,1.66341851874115,0.284,0.124,2.8047615654583e-283,"0","GAPDHP59"
"RPL24",2.59502598503862e-287,0.615610113103387,0.808,0.872,1.52898931038476e-282,"0","RPL24"
"EEF1B2P6",4.43706057402301e-286,1.27507110959994,0.397,0.221,2.61431609021436e-281,"0","EEF1B2P6"
"VEGFA",7.07580406913538e-281,1.11845657661267,0.552,0.421,4.16906375753456e-276,"0","VEGFA"
"RPL37A",4.3279238838077e-276,0.596808454790539,0.814,0.886,2.5500127523395e-271,"0","RPL37A"
"RPL17P22",5.98000519746369e-276,1.3203973153572,0.355,0.185,3.52341906234561e-271,"0","RPL17P22"
"RPS3A",7.54588487427951e-274,0.664423466038492,0.768,0.848,4.44603536792549e-269,"0","RPS3A"
"RPL37P11",5.43190069717155e-272,1.41098868548843,0.334,0.168,3.20047589077348e-267,"0","RPL37P11"
"PDGFRA",9.69657945909453e-268,1.21130523826546,0.363,0.189,5.71322461729849e-263,"0","PDGFRA"
"RPS4XP13",7.28979715104627e-267,1.47428298479089,0.311,0.152,4.29514848139646e-262,"0","RPS4XP13"
"RPS27",6.88521830381056e-265,0.795881411169662,0.702,0.777,4.05677062460518e-260,"0","RPS27"
"RPS15AP25",1.15897272264413e-258,1.18610155810973,0.382,0.212,6.82866728181919e-254,"0","RPS15AP25"
"RPS8P1",2.31510666648636e-257,1.26087773207182,0.386,0.223,1.36406084789377e-252,"0","RPS8P1"
"LOC124905331",5.85872852859777e-257,0.917030982137836,0.671,0.687,3.4519628490498e-252,"0","LOC124905331"
"RPL10P15",1.74037887713013e-254,1.37006875785684,0.332,0.173,1.02543123440507e-249,"0","RPL10P15"
"RPL12P2",2.6476302804151e-251,1.35087320513961,0.322,0.163,1.55998376122058e-246,"0","RPL12P2"
"ERO1A",3.61843492073465e-250,2.02191885570939,0.357,0.226,2.13198185529685e-245,"0","ERO1A"
"NPM1P44",2.15796124034501e-245,1.59830215513137,0.26,0.117,1.27147076281128e-240,"0","NPM1P44"
"TPT1P10",3.72492989027649e-243,1.1142214921766,0.39,0.223,2.19472869135091e-238,"0","TPT1P10"
"RPS29P6",3.16129208442448e-239,1.29976075508804,0.332,0.176,1.8626332961429e-234,"0","RPS29P6"
"EEF1G",1.44475324217917e-238,0.807659689936411,0.689,0.767,8.51248610291969e-234,"0","EEF1G"
"HSP90B1",9.66200614241528e-232,0.823807195353306,0.715,0.793,5.69285401911108e-227,"0","HSP90B1"
"RPL26",3.28950776176436e-229,0.714153376577551,0.701,0.78,1.93817797323156e-224,"0","RPL26"
"RPS19P3",9.31948245251707e-229,1.30294885925764,0.336,0.185,5.49103906102306e-224,"0","RPS19P3"
"RPS8",2.30459564525521e-226,0.372399817763407,0.973,0.984,1.35786775418437e-221,"0","RPS8"
"UBA52P5",5.54083202169255e-226,1.21529683777246,0.336,0.182,3.26465822718125e-221,"0","UBA52P5"
"RPS7P6",2.23412172877471e-215,1.34812623836621,0.292,0.15,1.31634452259406e-210,"0","RPS7P6"
"RPS12P22",7.85088289989942e-213,1.16296726897117,0.443,0.312,4.62574020462074e-208,"0","RPS12P22"
"RPL38",3.73715112208484e-211,0.822463200737563,0.648,0.717,2.20192944113239e-206,"0","RPL38"
"RPL23AP18",4.31968095222617e-211,1.26316647084144,0.32,0.176,2.54515601705166e-206,"0","RPL23AP18"
"RPL7AP66",4.23279828345954e-210,1.24087265338124,0.335,0.192,2.49396474861436e-205,"0","RPL7AP66"
"RPS20P6",2.52520037364198e-206,1.16195224481952,0.352,0.204,1.48784806014986e-201,"0","RPS20P6"
"RPS6P6",5.58172325625537e-197,1.32591984995805,0.286,0.151,3.28875134258567e-192,"0","RPS6P6"
"FTH1P2",2.96669272859331e-191,1.28548469481965,0.295,0.16,1.74797535568718e-186,"0","FTH1P2"
"RPS23P7",5.67047532488614e-191,1.29836039007839,0.284,0.152,3.34104406142292e-186,"0","RPS23P7"
"RPL32P12",4.02541375223323e-190,1.35208108821797,0.273,0.143,2.37177378281582e-185,"0","RPL32P12"
"RPL41P6",8.73506661011047e-190,0.935889171833715,0.402,0.251,5.14670124667709e-185,"0","RPL41P6"
"RPL10AP2",1.04803779420537e-189,1.13775471145917,0.329,0.19,6.17503868345803e-185,"0","RPL10AP2"
"RPL34P16",2.79112896002593e-189,1.23146470714215,0.297,0.163,1.64453318324728e-184,"0","RPL34P16"
"RBPJ",1.48077078053302e-183,1.19942298281473,0.392,0.27,8.72470143890056e-179,"0","RBPJ"
"RPLP2",2.44816593180364e-180,0.503258549556532,0.802,0.889,1.44245936701871e-175,"0","RPLP2"
"RPS15P2",1.86365955792851e-179,1.02030863203663,0.361,0.22,1.09806821153148e-174,"0","RPS15P2"
"RPS4XP11",6.67908335608729e-166,1.33153870523369,0.253,0.135,3.93531591340663e-161,"0","RPS4XP11"
"RPS10P29",6.79916862668424e-166,1.24734044481939,0.269,0.148,4.00607015484235e-161,"0","RPS10P29"
"RPSAP28",2.30797593954263e-165,1.25293962087613,0.268,0.147,1.35985942357852e-160,"0","RPSAP28"
"RPS23P1",1.93162600486412e-164,1.31246265561717,0.251,0.134,1.13811404206594e-159,"0","RPS23P1"
"KRTCAP2",1.60469733113812e-156,1.01453550717802,0.507,0.447,9.4548766750658e-152,"0","KRTCAP2"
"PCBP1",1.7574976842851e-155,0.905796541261805,0.533,0.476,1.03551763558078e-150,"0","PCBP1"
"RPS3",5.14683841510306e-155,0.435647505811367,0.832,0.905,3.03251719417872e-150,"0","RPS3"
"RPS25P6",2.61839874453804e-153,1.44019993635389,0.259,0.149,1.54276054028181e-148,"0","RPS25P6"
"HSPA8P5",2.69188512228339e-152,1.19490068506569,0.264,0.148,1.58605871404937e-147,"0","HSPA8P5"
"SERBP1",1.54030783510391e-151,0.748446110706556,0.628,0.668,9.07549376443221e-147,"0","SERBP1"
"RPS23P8",8.81838309536534e-151,1.21835912633194,0.368,0.265,5.19579131978926e-146,"0","RPS23P8"
"RPL13AP22",1.89090692717741e-149,1.19488363265592,0.268,0.154,1.11412236149293e-144,"0","RPL13AP22"
"HSP90AA2P",1.42986139510189e-147,0.746697726654067,0.425,0.286,8.42474333994036e-143,"0","HSP90AA2P"
"CCT2",7.42110040895903e-146,0.884623181347504,0.552,0.537,4.37251236095866e-141,"0","CCT2"
"EIF3EP3",4.19644221125094e-139,1.29912649070824,0.261,0.154,2.47254375086905e-134,"0","EIF3EP3"
"RPL36P5",1.05565960837248e-137,1.21822281095737,0.254,0.146,6.21994641253065e-133,"0","RPL36P5"
"PLK2",6.1425025839207e-135,1.3109705015621,0.397,0.325,3.61916252244608e-130,"0","PLK2"
"RPS20P26",8.82831554522286e-132,1.17466864644581,0.256,0.15,5.20164351924531e-127,"0","RPS20P26"
"RPL15",1.65265478648763e-131,0.558686244586394,0.687,0.805,9.73744200198511e-127,"0","RPL15"
"RPS15P4",1.56875427509499e-128,1.06675751754354,0.344,0.24,9.24310018885967e-124,"0","RPS15P4"
"LOC100134362",1.03945322499312e-124,1.11685340960036,0.258,0.153,6.12445840165947e-120,"0","LOC100134362"
"HSP90AB3P",1.20344407735735e-124,0.923287396029803,0.332,0.221,7.09069250378951e-120,"0","HSP90AB3P"
"TPT1P9",7.01562533286413e-123,1.12230585414954,0.271,0.168,4.13360644612354e-118,"0","TPT1P9"
"RPS2P1",6.60120246159862e-119,1.03899806968789,0.264,0.161,3.88942849037391e-114,"0","RPS2P1"
"RPL36AL",3.96380805463916e-118,0.648186606443936,0.644,0.739,2.3354757057934e-113,"0","RPL36AL"
"RPL27",1.16059263391595e-114,0.526847282023057,0.694,0.807,6.83821179903276e-110,"0","RPL27"
"NDUFA6",2.76637141198823e-110,1.14603338892957,0.351,0.269,1.62994603594346e-105,"0","NDUFA6"
"RPL36AP37",2.29858024503753e-109,1.2366462913381,0.286,0.196,1.35432348037611e-104,"0","RPL36AP37"
"FN1",5.78694490247704e-109,0.716591443676638,0.374,0.265,3.40966793653947e-104,"0","FN1"
"EIF4B",4.78657284701962e-107,0.261593468732077,0.146,0.307,2.82024872146396e-102,"0","EIF4B"
"RPL26P19",3.09279765309895e-103,1.24897523090033,0.293,0.209,1.8222763772059e-98,"0","RPL26P19"
"RPS2P24",2.92975017233032e-101,0.991212142699504,0.251,0.158,1.72620880153703e-96,"0","RPS2P24"
"KLF4",1.29843438893406e-92,0.891706317886202,0.418,0.358,7.65037541959949e-88,"0","KLF4"
"EIF2S2",6.81753713838651e-92,0.260267260323959,0.139,0.281,4.01689288193733e-87,"0","EIF2S2"
"TUBA1A",9.61432953543852e-86,0.464185255947647,0.573,0.511,5.66476296228038e-81,"0","TUBA1A"
"EIF3A",1.30690317491895e-85,0.725982318129652,0.576,0.657,7.70027350662244e-81,"0","EIF3A"
"RPL9",5.18052460026667e-83,0.541488274584728,0.634,0.754,3.05236509447712e-78,"0","RPL9"
"AFDN",1.8554546145573e-81,0.308656600958035,0.146,0.284,1.09323385889716e-76,"0","AFDN"
"LUC7L3",2.76948167479707e-81,0.276813991942554,0.171,0.322,1.63177860279043e-76,"0","LUC7L3"
"GNA12",2.87111282179612e-78,1.15472486767363,0.335,0.28,1.69165967460228e-73,"0","GNA12"
"ATP2A2",6.12830449294546e-77,0.270230378608635,0.183,0.338,3.61079700724347e-72,"0","ATP2A2"
"CCT4",1.86825203345172e-75,0.346055266219883,0.19,0.351,1.10077409810975e-70,"0","CCT4"
"RBBP6",1.22100065107842e-70,0.2714519967348,0.161,0.295,7.19413583615403e-66,"0","RBBP6"
"CWC22",1.01635015583342e-69,0.964257702586338,0.313,0.248,5.98833511817051e-65,"0","CWC22"
"ACTBP2",3.83064479879025e-69,0.532000403507164,0.374,0.282,2.25701591544721e-64,"0","ACTBP2"
"TUBA4A",6.40180495826446e-68,0.454880767249422,0.591,0.594,3.77194348140942e-63,"0","TUBA4A"
"SF3B1",9.21254854313129e-68,0.808840169718005,0.477,0.488,5.42803360161296e-63,"0","SF3B1"
"TES",3.20453499889197e-67,0.267515791353644,0.175,0.313,1.88811202134715e-62,"0","TES"
"COX5BP1",6.49993780043001e-67,0.635470144203681,0.32,0.238,3.82976335201336e-62,"0","COX5BP1"
"POLR1D",1.32908812663364e-65,0.26816028308158,0.274,0.482,7.83098724212539e-61,"0","POLR1D"
"HNRNPA3",7.16349046169731e-65,0.621422240529205,0.541,0.553,4.22072858003205e-60,"0","HNRNPA3"
"PDCD10",7.7366764124325e-65,0.28785805073241,0.186,0.329,4.55844974220523e-60,"0","PDCD10"
"MATR3",5.46138163124308e-64,0.281219123361272,0.24,0.418,3.21784605712842e-59,"0","MATR3"
"CNBP",3.89277681170345e-61,0.726143334240262,0.512,0.55,2.29362409745567e-56,"0","CNBP"
"COPB2",5.83781564729546e-61,0.346395707897258,0.161,0.286,3.43964097938648e-56,"0","COPB2"
"BPTF",5.30010233999418e-60,0.296225009706723,0.205,0.354,3.12282029872457e-55,"0","BPTF"
"PDCD5",1.18133885078876e-59,0.391311676828328,0.149,0.268,6.96044850884736e-55,"0","PDCD5"
"CCT6A",1.50567721672753e-58,0.307110363660471,0.241,0.413,8.87145016095862e-54,"0","CCT6A"
"RPL32",7.09191370441651e-58,0.311212401231356,0.798,0.891,4.17855555464221e-53,"0","RPL32"
"PAFAH1B1",1.30009505067894e-57,0.298564110145345,0.213,0.364,7.66016003860034e-53,"0","PAFAH1B1"
"EEF1A1",9.61815648496107e-57,0.681370167372124,0.547,0.659,5.66701780093906e-52,"0","EEF1A1"
"CCT8",5.32796542577246e-54,0.361060733527194,0.153,0.266,3.13923722886513e-49,"0","CCT8"
"EIF3K",9.03882828767779e-54,0.432092075267621,0.189,0.326,5.32567762709975e-49,"0","EIF3K"
"PAPOLA",1.8003782712652e-53,0.354583860641867,0.17,0.292,1.06078287742946e-48,"0","PAPOLA"
"PPP1R14B",2.27748360842476e-52,0.328397999888808,0.168,0.286,1.34189334208387e-47,"0","PPP1R14B"
"HSPA9",2.75182017553052e-52,1.240864010908,0.318,0.292,1.62137244742258e-47,"0","HSPA9"
"IPO7",4.11790756963874e-52,0.349123167686947,0.153,0.265,2.42627114003115e-47,"0","IPO7"
"SYNCRIP",2.05233154054839e-51,0.2874778558191,0.242,0.4,1.20923374369111e-46,"0","SYNCRIP"
"UBE2B",2.25919382443563e-51,0.863135166798234,0.418,0.421,1.33111700135747e-46,"0","UBE2B"
"HSP90AB1",2.84438992914669e-51,0.254773838790115,0.837,0.926,1.67591454625323e-46,"0","HSP90AB1"
"NDUFB9",7.28919308866323e-51,0.357675313222407,0.209,0.351,4.29479256784037e-46,"0","NDUFB9"
"RPS28P7",2.96302692935799e-50,1.02845395323285,0.256,0.204,1.74581546677773e-45,"0","RPS28P7"
"TCERG1",3.21731237885258e-50,0.357693410018231,0.145,0.25,1.89564045361994e-45,"0","TCERG1"
"SLC25A4",3.3147557144682e-50,0.6269157929702,0.314,0.249,1.95305406696466e-45,"0","SLC25A4"
"EIF3D",5.19655160250035e-50,0.974341559230888,0.378,0.369,3.0618082041932e-45,"0","EIF3D"
"RPL27A",6.28144548209248e-50,0.44932857248196,0.641,0.783,3.70102767804889e-45,"0","RPL27A"
"VCP",8.15193223114768e-49,0.28812874211796,0.277,0.458,4.80311847059221e-44,"0","VCP"
"BRD1",6.05236022622976e-48,0.915880564543462,0.315,0.276,3.56605064529458e-43,"0","BRD1"
"SEC62",9.03760092979694e-48,0.331267487080192,0.293,0.489,5.32495446783636e-43,"0","SEC62"
"PKN2",5.67547010055405e-46,0.331680728826455,0.15,0.252,3.34398698324645e-41,"0","PKN2"
"PPP1R10",7.17334340272358e-46,0.31930219195027,0.199,0.324,4.22653393288473e-41,"0","PPP1R10"
"ENY2",3.43272765410633e-45,0.279176657732723,0.207,0.336,2.02256313379945e-40,"0","ENY2"
"NDUFAB1",3.55916883753204e-45,0.253072375524952,0.17,0.278,2.09706227907388e-40,"0","NDUFAB1"
"QKI",1.03990823974705e-44,0.341895370964908,0.204,0.333,6.12713934858962e-40,"0","QKI"
"SEC61B",3.12838805316641e-44,0.278681995006931,0.282,0.457,1.84324624092565e-39,"0","SEC61B"
"ZC3H15",4.00353238049552e-44,0.454672752901372,0.17,0.283,2.35888127858796e-39,"0","ZC3H15"
"PSMD7",4.34549095598158e-44,0.365000137305293,0.188,0.309,2.56036327126435e-39,"0","PSMD7"
"HNRNPF",1.49245099933491e-43,0.308571497151007,0.24,0.388,8.7935212880813e-39,"0","HNRNPF"
"PFDN2",2.27389664346222e-43,0.400505011820417,0.172,0.285,1.33977990232794e-38,"0","PFDN2"
"PA2G4",4.48648781897396e-42,0.272563780452174,0.234,0.373,2.64343862293946e-37,"0","PA2G4"
"RSBN1",1.38573387228127e-41,0.869011547030688,0.251,0.202,8.16474397548127e-37,"0","RSBN1"
"ETF1",2.72384436349963e-41,0.376110778063685,0.206,0.332,1.60488909897398e-36,"0","ETF1"
"PSMB3",3.99961762900492e-40,0.257668872018833,0.174,0.277,2.3565747070097e-35,"0","PSMB3"
"RPL7",2.84221954964798e-39,0.258449510951718,0.334,0.546,1.67463575865259e-34,"0","RPL7"
"RAP1B",3.07465998468652e-39,0.322280756654758,0.174,0.279,1.81158966297729e-34,"0","RAP1B"
"RWDD1",2.17689829001548e-38,0.263507835842683,0.18,0.285,1.28262847247712e-33,"0","RWDD1"
"RRBP1",1.68809689704811e-37,0.345315238961677,0.245,0.387,9.94626691740749e-33,"0","RRBP1"
"ANP32B",3.47430815960929e-37,0.361667362718759,0.279,0.448,2.04706236764179e-32,"0","ANP32B"
"RPL36A",2.16243681363843e-36,1.13055029799039,0.296,0.276,1.27410777059576e-31,"0","RPL36A"
"FUBP1",2.96477985424873e-36,0.405028649987052,0.215,0.34,1.74684829012335e-31,"0","FUBP1"
"GMPS",3.23906457069074e-36,0.274024530267418,0.163,0.258,1.90845684505099e-31,"0","GMPS"
"EIF4A2",9.66631950838933e-36,0.444599294373564,0.259,0.418,5.69539545434299e-31,"0","EIF4A2"
"PNISR",5.53332452432411e-35,0.975985337444365,0.383,0.403,3.26023480973177e-30,"0","PNISR"
"CALM1",3.83919429610291e-34,0.31975176073175,0.675,0.816,2.26205327926384e-29,"0","CALM1"
"CCDC47",5.55610168592177e-34,0.953942814507823,0.317,0.301,3.27365511334511e-29,"0","CCDC47"
"SEC61G",3.17853393876157e-33,0.663502330766325,0.441,0.467,1.87279219671832e-28,"0","SEC61G"
"EIF3H",5.5724311708892e-33,0.61393135619933,0.525,0.645,3.28327644588792e-28,"0","EIF3H"
"USP34",2.21069964998599e-32,0.441637442891466,0.206,0.322,1.30254423377174e-27,"0","USP34"
"PBRM1",6.92708077289615e-32,0.316610558495418,0.189,0.29,4.08143599139041e-27,"0","PBRM1"
"UBAP2L",9.63509299275218e-32,0.698630533283835,0.314,0.281,5.67699679132958e-27,"0","UBAP2L"
"EIF3I",1.80110055668523e-31,0.396567174524424,0.19,0.294,1.06120844799894e-26,"0","EIF3I"
"PGK1",2.28677016542355e-31,0.55621104791907,0.226,0.358,1.34736498146756e-26,"0","PGK1"
"ARHGAP5",4.1533087357683e-31,0.346819179188898,0.246,0.379,2.44712950711468e-26,"0","ARHGAP5"
"TPR",1.16502139103664e-30,0.368702775675646,0.282,0.438,6.86430603598788e-26,"0","TPR"
"OST4",2.26802460569948e-30,0.314212695157649,0.307,0.474,1.33632009767814e-25,"0","OST4"
"THOC2",1.61982259466719e-28,0.447345101380081,0.187,0.285,9.54399472777911e-24,"0","THOC2"
"GNAI3",2.75185937388012e-27,0.527263783274645,0.174,0.267,1.62139554309017e-22,"0","GNAI3"
"AFF4",8.24821245078693e-27,0.424802855992688,0.264,0.403,4.85984677600366e-22,"0","AFF4"
"ATP5MC2",3.26617005299731e-26,0.606712008501264,0.485,0.564,1.92442739522602e-21,"0","ATP5MC2"
"PDIA3",7.14146204344024e-26,0.279403747759597,0.368,0.567,4.20774943599499e-21,"0","PDIA3"
"EIF5B",2.6906575360294e-25,0.471237593931231,0.259,0.394,1.58533542022852e-20,"0","EIF5B"
"TUBB",2.77267055512406e-25,0.580132281147216,0.504,0.582,1.63365749107909e-20,"0","TUBB"
"KIF5B",1.00482769809212e-24,0.395410309931794,0.29,0.439,5.92044479715877e-20,"0","KIF5B"
