"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ALDH3A2",3.90504246068775e-267,2.04540617650131,0.252,0.063,2.30085101783722e-262,"4","ALDH3A2"
"MZT2A",1.02561536489694e-266,1.62159864621582,0.356,0.116,6.04292572997278e-262,"4","MZT2A"
"MGST3",1.44801719480658e-265,1.47067391409449,0.375,0.126,8.53171731180036e-261,"4","MGST3"
"TRMT112",7.48496155066311e-265,1.8539115619134,0.307,0.092,4.4101393456507e-260,"4","TRMT112"
"RNF217",4.23861154745795e-264,1.49925644130489,0.328,0.101,2.49738992376222e-259,"4","RNF217"
"SSR2",7.75003104827063e-264,1.36020866662819,0.376,0.127,4.56631829364105e-259,"4","SSR2"
"FSCN1",9.07376782064115e-264,1.02435942833834,0.488,0.187,5.34626399992177e-259,"4","FSCN1"
"TMEM141",2.1047030088531e-263,2.13236786083798,0.261,0.069,1.24009101281624e-258,"4","TMEM141"
"YES1",3.90028628226394e-262,1.41495163498752,0.381,0.13,2.29804867750992e-257,"4","YES1"
"TM7SF3",7.08210727553182e-262,1.85556321154463,0.297,0.087,4.17277760674335e-257,"4","TM7SF3"
"UQCR11",9.71792162456047e-262,1.07458653628009,0.426,0.154,5.72579942119103e-257,"4","UQCR11"
"NPM1",1.2413598831015e-261,0.68979438240987,0.925,0.514,7.31409243123405e-257,"4","NPM1"
"TASP1",1.33219583628218e-261,1.71658345426618,0.28,0.078,7.84929786737459e-257,"4","TASP1"
"MRPL13",5.11871369782565e-261,1.26686520352884,0.359,0.117,3.01594611075887e-256,"4","MRPL13"
"CASK",7.99464612096842e-261,0.837289549653755,0.612,0.257,4.71044549447459e-256,"4","CASK"
"NUDC",1.27390954838234e-259,1.23172702905079,0.37,0.123,7.50587505906877e-255,"4","NUDC"
"BRK1",1.95469075827621e-259,1.66007448176601,0.312,0.094,1.15170379477634e-254,"4","BRK1"
"ATP6V1A",2.58573289202374e-259,1.59390428050919,0.278,0.077,1.52351381998039e-254,"4","ATP6V1A"
"RPS6",5.16198717246055e-259,0.489113026167654,0.999,0.896,3.04144284201375e-254,"4","RPS6"
"CLIP1",6.84146403731276e-259,0.939436680563004,0.498,0.194,4.03099061078468e-254,"4","CLIP1"
"ECH1",1.00328084028963e-258,1.94041704789185,0.282,0.08,5.9113307109865e-254,"4","ECH1"
"TRIM16",1.37871336705275e-258,1.85790401151863,0.31,0.095,8.12337915867479e-254,"4","TRIM16"
"AIG1",1.9132143658938e-258,1.70878215308696,0.285,0.081,1.12726590438463e-253,"4","AIG1"
"MECOM",2.79344962477508e-258,1.04233405335789,0.452,0.169,1.64590051891748e-253,"4","MECOM"
"ETS2",4.76182220501221e-257,1.08250666305154,0.495,0.195,2.8056656431932e-252,"4","ETS2"
"COX7B",5.97753396809649e-257,1.57492789764937,0.346,0.113,3.52196301400245e-252,"4","COX7B"
"ALDH1A3",1.26023307413861e-256,0.870580093969055,0.514,0.201,7.42529327282469e-252,"4","ALDH1A3"
"RPL14",3.10834338989013e-256,0.651478158851643,0.979,0.647,1.83143592532326e-251,"4","RPL14"
"BSG",4.65278649925976e-256,1.28578761620761,0.43,0.159,2.74142180536385e-251,"4","BSG"
"ASAP2",1.00444554567509e-254,1.19080760275377,0.409,0.146,5.91819315511761e-250,"4","ASAP2"
"EIF2S3",1.0699707091547e-254,1.21200657350735,0.368,0.123,6.30426741833949e-250,"4","EIF2S3"
"TTC3",1.11156799275518e-254,1.07482947218861,0.473,0.185,6.5493586133135e-250,"4","TTC3"
"PPP1R15A",1.42211035242745e-254,1.2561673078262,0.44,0.166,8.37907419650254e-250,"4","PPP1R15A"
"YAP1",7.55419464710766e-254,1.58690829651674,0.327,0.103,4.45093148607583e-249,"4","YAP1"
"RABL6",8.17716924715489e-254,1.72526066945557,0.279,0.079,4.81798812042366e-249,"4","RABL6"
"ERC1",8.41514323362139e-254,1.13401704566141,0.418,0.152,4.95820239324972e-249,"4","ERC1"
"RFLNB",1.77734868693039e-253,1.6472709554373,0.286,0.082,1.04721384633939e-248,"4","RFLNB"
"STK24",2.91586458826098e-253,1.10894587582031,0.457,0.175,1.71802741540337e-248,"4","STK24"
"PAK2",4.02323884791218e-253,0.820398048373502,0.543,0.222,2.37049232918986e-248,"4","PAK2"
"KRT15",5.70609037390637e-253,0.645254216259308,0.568,0.229,3.36202844830564e-248,"4","KRT15"
"SLC22A23",1.84698569018454e-252,1.5540937402053,0.35,0.116,1.08824396865673e-247,"4","SLC22A23"
"MIR4435-2HG",2.51035572450166e-252,2.02325967285175,0.255,0.068,1.47910159287638e-247,"4","MIR4435-2HG"
"PER2",1.56368002949286e-251,1.7897061161692,0.298,0.089,9.2132027337719e-247,"4","PER2"
"KLF5",2.45150340538553e-251,0.775687976190293,0.643,0.277,1.44442580645315e-246,"4","KLF5"
"SKP1",3.71087619358297e-251,0.731610770042595,0.593,0.252,2.18644825325909e-246,"4","SKP1"
"ANAPC11",1.37647686417329e-250,1.26452684947919,0.368,0.125,8.11020168370901e-246,"4","ANAPC11"
"TOMM6",2.18196260779145e-250,1.21596165428407,0.365,0.124,1.28561236851072e-245,"4","TOMM6"
"EIF5A",2.53214620397889e-250,0.725319247667398,0.506,0.197,1.49194054338436e-245,"4","EIF5A"
"BEX3",3.4198896740384e-250,1.16650979615211,0.389,0.136,2.01499899594342e-245,"4","BEX3"
"KTN1",3.45686262020768e-250,0.68783592970279,0.783,0.365,2.03678345582637e-245,"4","KTN1"
"DCAF6",3.54778432449729e-250,1.55441589905808,0.331,0.107,2.0903545239938e-245,"4","DCAF6"
"DOCK5",1.13215854362424e-249,1.27823448333839,0.43,0.162,6.67067813903401e-245,"4","DOCK5"
"ENDOD1",2.62144738317349e-249,1.44808670498889,0.386,0.138,1.54455679816582e-244,"4","ENDOD1"
"OCIAD1",8.02370768315313e-249,0.894079801782781,0.453,0.171,4.72756856691382e-244,"4","OCIAD1"
"CD55",1.40067333194573e-248,1.9642877040436,0.276,0.079,8.25276727182424e-244,"4","CD55"
"EDF1",1.53080080448518e-248,0.626655256734475,0.595,0.249,9.01947834002667e-244,"4","EDF1"
"SLC22A15",1.64024469473806e-248,1.85961795031356,0.268,0.074,9.66432174139668e-244,"4","SLC22A15"
"BCAM",2.35322551752188e-248,1.69144512787349,0.32,0.101,1.38652047492389e-243,"4","BCAM"
"SNX3",2.55029567014679e-248,1.11318418268886,0.391,0.138,1.50263420885049e-243,"4","SNX3"
"DSG2",7.53185153007678e-248,1.4123972881981,0.382,0.136,4.43776692152124e-243,"4","DSG2"
"SP100",1.35983821594087e-247,1.80630780585754,0.3,0.092,8.0121667683236e-243,"4","SP100"
"HIPK2",3.68371671780868e-247,0.905403698460206,0.433,0.16,2.17044589013287e-242,"4","HIPK2"
"RCN1",5.92618761757221e-247,1.63043075216412,0.302,0.092,3.49170974427355e-242,"4","RCN1"
"CHASERR",6.60770726971147e-247,1.77112045707349,0.299,0.091,3.893261123314e-242,"4","CHASERR"
"ANKLE2",7.35659099635793e-247,1.21666130625965,0.434,0.166,4.33450341505409e-242,"4","ANKLE2"
"RAN",9.10388593065588e-247,0.691790318639574,0.677,0.305,5.36400959034245e-242,"4","RAN"
"SNHG5",4.46854677050459e-246,1.69151781406456,0.312,0.098,2.6328677571813e-241,"4","SNHG5"
"IER2",1.14420941032867e-245,1.25814293068732,0.445,0.173,6.74168184565655e-241,"4","IER2"
"ATXN1",1.46720269049021e-245,1.23854222550872,0.396,0.142,8.64475825236831e-241,"4","ATXN1"
"NBDY",2.38908257748324e-245,1.90374688329107,0.27,0.077,1.40764745465312e-240,"4","NBDY"
"RBM34",3.71950107583464e-245,1.35265462845544,0.329,0.105,2.19153003388177e-240,"4","RBM34"
"MDH2",4.10944355793593e-245,1.36492796877207,0.348,0.117,2.42128414433585e-240,"4","MDH2"
"IKBIP",5.82395856726297e-245,1.88289911523752,0.264,0.073,3.43147638783134e-240,"4","IKBIP"
"ITGAV",6.6272453832367e-245,0.930896346299204,0.495,0.196,3.90477297980307e-240,"4","ITGAV"
"RBIS",7.60056443902946e-245,0.971309988688548,0.453,0.174,4.47825256747616e-240,"4","RBIS"
"CTDSPL",7.96564563455566e-245,1.6421477329726,0.292,0.088,4.69335840788019e-240,"4","CTDSPL"
"PGLS",1.13334915907295e-244,1.40655002143721,0.354,0.121,6.67769324525779e-240,"4","PGLS"
"CTSZ",1.15859496831639e-244,1.81255237941402,0.293,0.089,6.82644155332016e-240,"4","CTSZ"
"EXOC6B",2.42103037475805e-244,0.884733193757849,0.523,0.214,1.42647109680744e-239,"4","EXOC6B"
"ATRN",7.10253111437703e-244,1.58214164804968,0.251,0.066,4.18481133259095e-239,"4","ATRN"
"SMC5",9.08578394421817e-244,0.782868173854298,0.496,0.196,5.35334389993335e-239,"4","SMC5"
"RALGPS2",1.50772332473671e-243,1.83271695016913,0.295,0.09,8.88350582934867e-239,"4","RALGPS2"
"ATP8",2.65316657900199e-243,1.83887068205045,0.313,0.101,1.56324574834797e-238,"4","ATP8"
"MED27",3.3767033650965e-243,1.85254908219896,0.274,0.079,1.98955362271486e-238,"4","MED27"
"COX6A1",6.22426371193378e-243,1.16088376483409,0.398,0.144,3.66733617907139e-238,"4","COX6A1"
"OAZ1",6.29583530738885e-243,0.649884668990462,0.732,0.341,3.70950616311351e-238,"4","OAZ1"
"LINC01322",1.20590339591682e-242,1.71624143955356,0.3,0.091,7.1051828087419e-238,"4","LINC01322"
"PDLIM4",1.81741427997412e-242,1.41017817735642,0.385,0.138,1.07082049376075e-237,"4","PDLIM4"
"GPHN",3.67632446781026e-242,1.17153342152223,0.354,0.119,2.16609037643381e-237,"4","GPHN"
"NOLC1",9.51109163104461e-242,1.2196505945191,0.339,0.111,5.60393518901149e-237,"4","NOLC1"
"LEPROT",1.49416740707712e-241,1.56911004556969,0.347,0.118,8.80363436249837e-237,"4","LEPROT"
"ETV6",1.68608784323563e-241,1.30341134927389,0.407,0.151,9.93442957234434e-237,"4","ETV6"
"FZD6",3.39702354838807e-241,1.42597784130993,0.396,0.147,2.00152627471025e-236,"4","FZD6"
"MICAL2",8.52861979574222e-241,1.26857104617833,0.425,0.161,5.02506278365132e-236,"4","MICAL2"
"COL12A1",1.223175851141e-240,1.72548144064899,0.289,0.086,7.20695211492278e-236,"4","COL12A1"
"LRPPRC",1.58705314225272e-240,1.67780586818628,0.257,0.07,9.35091711415305e-236,"4","LRPPRC"
"ASCC3",2.47572726970932e-240,0.958846175904223,0.447,0.172,1.45869850731273e-235,"4","ASCC3"
"AURKAIP1",3.96745452776504e-240,1.68331883531682,0.309,0.098,2.33762420775916e-235,"4","AURKAIP1"
"CAMK1D",4.01013389846782e-240,1.3631246034149,0.382,0.137,2.36277089297724e-235,"4","CAMK1D"
"ERICH1",6.75183077695932e-240,1.84097855700146,0.27,0.077,3.97817869378443e-235,"4","ERICH1"
"MANCR",1.01602011866039e-239,1.76937939627159,0.303,0.095,5.98639053914704e-235,"4","MANCR"
"KRT6A",1.08280155714117e-239,0.277883198584729,0.568,0.228,6.37986677467575e-235,"4","KRT6A"
"DYNLT1",1.81100197777021e-239,1.02617569671874,0.41,0.151,1.06704236530221e-234,"4","DYNLT1"
"YBX3",3.78783790152065e-239,0.653209926931991,0.834,0.404,2.23179409157597e-234,"4","YBX3"
"AKAP9",1.12064017319238e-238,1.00975801317544,0.437,0.168,6.60281190044951e-234,"4","AKAP9"
"GPC1",1.16345315348824e-238,1.22109806762179,0.415,0.154,6.85506598035271e-234,"4","GPC1"
"TLK1",1.57348268515564e-238,0.914670460715931,0.471,0.186,9.27095998093704e-234,"4","TLK1"
"SLC4A7",2.72347981655718e-238,1.0822795243786,0.399,0.144,1.60467430791549e-233,"4","SLC4A7"
"CDV3",1.39236834479143e-237,0.684362343379006,0.578,0.248,8.20383428751112e-233,"4","CDV3"
"CLNS1A",1.99309817740464e-237,1.90371618764877,0.258,0.073,1.17433344612682e-232,"4","CLNS1A"
"CCDC91",8.33513471059421e-237,1.66601476833375,0.328,0.11,4.91106137148211e-232,"4","CCDC91"
"GRHPR",1.23494789738646e-236,1.46714727813249,0.295,0.091,7.27631301140102e-232,"4","GRHPR"
"DSG3",8.54381367822436e-236,0.781974975354271,0.516,0.208,5.03401501920979e-231,"4","DSG3"
"ITGB4",1.78170619684406e-235,1.46690905193814,0.364,0.128,1.04978129118052e-230,"4","ITGB4"
"CAPZB",3.50922356768928e-235,0.714041516480164,0.533,0.221,2.06763452608252e-230,"4","CAPZB"
"LTBR",3.76848750637866e-235,1.78890531299195,0.298,0.094,2.22039283875831e-230,"4","LTBR"
"SRSF9",1.18477685252029e-234,1.19056508180936,0.348,0.119,6.98070521504956e-230,"4","SRSF9"
"GSTK1",3.48785174418327e-234,1.7381009634395,0.298,0.094,2.05504224767278e-229,"4","GSTK1"
"NAP1L4",3.83190420184754e-234,0.970308273869114,0.45,0.176,2.25775795572857e-229,"4","NAP1L4"
"MCC",4.25413833122444e-234,1.32501845412924,0.367,0.13,2.50653830475744e-229,"4","MCC"
"C4orf3",1.83334795652553e-233,1.45386180796515,0.373,0.135,1.08020861598484e-228,"4","C4orf3"
"PSMA1",3.06779842124142e-233,1.26259509305618,0.347,0.119,1.80754682979544e-228,"4","PSMA1"
"TLE4",7.29057459720532e-233,0.954036019967482,0.478,0.192,4.29560655267337e-228,"4","TLE4"
"CNN3",1.39508878584852e-232,1.03660800300628,0.294,0.087,8.2198631262195e-228,"4","CNN3"
"PRKCI",2.19142648166195e-232,1.57608576861312,0.329,0.11,1.29118848299522e-227,"4","PRKCI"
"ANXA5",2.36318786858246e-232,0.786715491025471,0.478,0.19,1.39239029216878e-227,"4","ANXA5"
"KRR1",4.84062851151676e-232,1.37726571599061,0.326,0.108,2.85209831898567e-227,"4","KRR1"
"RAB13",1.51542829525457e-231,1.61591121499537,0.314,0.103,8.92890351563994e-227,"4","RAB13"
"PHLDB2",2.04311516971634e-231,0.936402852362965,0.505,0.208,1.20380345799687e-226,"4","PHLDB2"
"DSE",2.35620044798481e-231,1.23139555663152,0.416,0.16,1.38827330395265e-226,"4","DSE"
"LDLR",3.66725518547756e-231,1.69825026446979,0.301,0.096,2.16074675528338e-226,"4","LDLR"
"SEPTIN2",3.93486229877239e-231,1.40634984181254,0.321,0.106,2.31842086643669e-226,"4","SEPTIN2"
"LGALS3BP",6.31479599421684e-231,1.53989479431327,0.347,0.122,3.72067779979256e-226,"4","LGALS3BP"
"MAPK8",2.2051251363234e-230,1.38883487342116,0.321,0.105,1.29925973032175e-225,"4","MAPK8"
"EIF2AK2",2.27570674535431e-229,1.90832723442516,0.26,0.075,1.34084641436276e-224,"4","EIF2AK2"
"GLIPR1",3.00020258682602e-229,1.29454059577428,0.392,0.146,1.76771936415789e-224,"4","GLIPR1"
"IGF1R",6.19349808657575e-229,0.983817296336934,0.465,0.185,3.64920907261043e-224,"4","IGF1R"
"MLF2",1.85159713879115e-228,1.53609379256576,0.321,0.108,1.09096103417575e-223,"4","MLF2"
"LY6K",3.44350887571386e-228,1.71653826093797,0.311,0.103,2.02891542957061e-223,"4","LY6K"
"CRIP2",7.42493788166763e-228,1.71641076142072,0.294,0.093,4.37477339987857e-223,"4","CRIP2"
"EIF2AK4",1.76497970665434e-227,1.41224527460881,0.298,0.093,1.03992604316074e-222,"4","EIF2AK4"
"LSR",2.43585562251711e-227,1.04466308303543,0.46,0.183,1.43520613278708e-222,"4","LSR"
"METTL5",5.22019307606695e-227,1.45786085051241,0.298,0.095,3.07573776041865e-222,"4","METTL5"
"ARHGAP21",7.41520903338875e-227,1.13950952816738,0.395,0.147,4.36904116247265e-222,"4","ARHGAP21"
"FKBP1A",3.23341742299248e-226,1.29704961257328,0.33,0.111,1.90512954562717e-221,"4","FKBP1A"
"TRIR",4.64000291440185e-226,1.20164815546952,0.371,0.134,2.73388971716557e-221,"4","TRIR"
"NDUFB10",7.2796949274775e-226,1.26407295351033,0.333,0.113,4.28919625126974e-221,"4","NDUFB10"
"AGTRAP",1.22389946381177e-225,1.59430118799815,0.317,0.106,7.21121564077896e-221,"4","AGTRAP"
"RPS12",1.58344639285891e-225,0.460218941825067,0.998,0.867,9.32966614672469e-221,"4","RPS12"
"UBE2H",1.95630532335767e-225,0.663384617013748,0.638,0.281,1.15265509652234e-220,"4","UBE2H"
"GOLGA2",2.63322909043335e-225,1.76197027365716,0.275,0.084,1.55149858008333e-220,"4","GOLGA2"
"ACKR3",5.30415058972358e-225,1.2163735646133,0.388,0.144,3.12520552746513e-220,"4","ACKR3"
"GALNT2",7.96220350048009e-225,1.58842256237351,0.289,0.09,4.69133030248287e-220,"4","GALNT2"
"USP31",1.48392759739559e-224,1.38698083690198,0.345,0.121,8.74330140385482e-220,"4","USP31"
"RPS17",2.02136512225096e-224,0.645811705201915,0.949,0.551,1.19098833003027e-219,"4","RPS17"
"PTPRK",1.43264012398869e-223,1.47663120188229,0.289,0.09,8.44111561054139e-219,"4","PTPRK"
"SHB",1.52909124718219e-223,1.61205568396372,0.278,0.084,9.00940562839748e-219,"4","SHB"
"CTSH",6.87814024501653e-223,0.992397956735114,0.472,0.193,4.05260023236374e-218,"4","CTSH"
"GRN",7.89182939717639e-223,1.20461192888856,0.409,0.158,4.64986588081633e-218,"4","GRN"
"NDUFC2",9.78466786858838e-222,1.80398725275911,0.267,0.08,5.76512630817227e-217,"4","NDUFC2"
"CIRBP",1.12197133615836e-221,1.39835658459159,0.336,0.116,6.61065511264508e-217,"4","CIRBP"
"PITPNB",1.26293185144654e-221,0.948453798319002,0.427,0.168,7.44119446872299e-217,"4","PITPNB"
"DNAJB1",1.75549907812518e-221,0.859026071633796,0.53,0.229,1.03434005683135e-216,"4","DNAJB1"
"NOL7",3.04474796965082e-220,0.935268886503224,0.379,0.138,1.79396550371826e-215,"4","NOL7"
"MED13L",3.56640866552312e-220,1.12855907837186,0.376,0.139,2.10132798572622e-215,"4","MED13L"
"S100A13",5.64317380136924e-220,0.918902303366755,0.47,0.193,3.32495800376676e-215,"4","S100A13"
"USP10",5.72273667218422e-220,1.88165392630085,0.251,0.073,3.37183644725094e-215,"4","USP10"
"STON2",6.26478556149987e-220,1.51276111309371,0.304,0.098,3.69121165283572e-215,"4","STON2"
"HMGA1",4.70104445228857e-219,0.73160692307008,0.651,0.301,2.76985539128843e-214,"4","HMGA1"
"VASP",5.79495130034819e-219,1.45364331233528,0.331,0.115,3.41438530616516e-214,"4","VASP"
"TIMM13",6.52775091901209e-219,0.912338657521298,0.362,0.129,3.84615084148192e-214,"4","TIMM13"
"LYN",7.9738509934983e-219,1.45339234676901,0.35,0.126,4.6981930053692e-214,"4","LYN"
"TRMT10C",2.12599377799186e-218,1.32990460522647,0.303,0.099,1.2526355339928e-213,"4","TRMT10C"
"HEBP2",3.69154093363327e-218,1.38423271098928,0.361,0.132,2.17505591809672e-213,"4","HEBP2"
"JMJD1C",4.5500269971086e-218,0.607562155430864,0.666,0.306,2.68087590669639e-213,"4","JMJD1C"
"BACH1",8.6993996048813e-218,1.42838927561966,0.309,0.103,5.12568624719606e-213,"4","BACH1"
"FAM107B",1.58898184463878e-217,1.45935042909252,0.329,0.114,9.36228102861166e-213,"4","FAM107B"
"SH3BGRL3",2.45228768618781e-217,1.06409040424976,0.467,0.194,1.44488790470185e-212,"4","SH3BGRL3"
"NXN",5.96954637025191e-217,1.62125700354706,0.305,0.102,3.51725672135242e-212,"4","NXN"
"CAPNS1",9.87689772975192e-217,1.29930208574869,0.341,0.121,5.81946814236983e-212,"4","CAPNS1"
"H2AZ2",1.00717590951418e-216,1.15025534100826,0.286,0.089,5.93428045885754e-212,"4","H2AZ2"
"CPNE3",1.22442056821047e-216,0.781125385180705,0.439,0.175,7.21428598789611e-212,"4","CPNE3"
"MRPL51",3.59944268338516e-216,1.34958535563757,0.309,0.104,2.12079162905054e-211,"4","MRPL51"
"EPS8",1.35602326650635e-215,1.09681041202278,0.338,0.117,7.98968908625539e-211,"4","EPS8"
"VPS13B",1.67426611309869e-215,0.965686974110938,0.412,0.161,9.86477593837751e-211,"4","VPS13B"
"MYDGF",6.16557623545188e-215,1.63032927332047,0.299,0.099,3.63275751792825e-210,"4","MYDGF"
"TLE5",1.08455608004076e-214,1.40364862711103,0.343,0.124,6.39020442360014e-210,"4","TLE5"
"SYAP1",2.23155077700211e-214,1.73529303001718,0.27,0.084,1.31482971780964e-209,"4","SYAP1"
"LSM4",2.32415617133637e-214,1.6133749243534,0.271,0.084,1.36939281615139e-209,"4","LSM4"
"TCF7L2",4.7365058263574e-214,0.924440949127486,0.427,0.17,2.79074923288978e-209,"4","TCF7L2"
"TIMP1",4.7153846307365e-213,1.00780791407288,0.357,0.129,2.77830462442995e-208,"4","TIMP1"
"PDLIM5",5.12618020876928e-213,0.789722974586455,0.526,0.224,3.02034537900686e-208,"4","PDLIM5"
"TOMM20",1.32561791562944e-212,0.759091211564918,0.482,0.203,7.81054075888864e-208,"4","TOMM20"
"MBNL1",4.049914555775e-212,0.644289476507788,0.647,0.3,2.38620965626263e-207,"4","MBNL1"
"N4BP2L2",6.19465724352637e-212,1.09261870065056,0.384,0.146,3.64989204788574e-207,"4","N4BP2L2"
"CALCOCO2",9.66236017729479e-212,1.8252396972331,0.263,0.081,5.69306261646209e-207,"4","CALCOCO2"
"TP63",1.94735229837385e-211,1.33401752214267,0.363,0.135,1.14737997420187e-206,"4","TP63"
"BDP1",1.33827260966755e-210,1.27910856736509,0.325,0.114,7.88510221616123e-206,"4","BDP1"
"GRHL2",1.94875003880157e-210,1.78096245606504,0.272,0.087,1.14820352286188e-205,"4","GRHL2"
"ATP5F1E",3.80297940082615e-210,0.700074838449127,0.437,0.173,2.24071546296677e-205,"4","ATP5F1E"
"ELL2",4.11783788300722e-210,0.771917967101239,0.532,0.232,2.42623008066785e-205,"4","ELL2"
"DAAM1",7.0554133217855e-210,1.01336340291495,0.446,0.184,4.15704952919602e-205,"4","DAAM1"
"EMP2",2.89395027580652e-209,1.25816257526201,0.335,0.12,1.7051155025052e-204,"4","EMP2"
"TCF25",4.7982357512561e-209,1.21356457817197,0.352,0.129,2.8271205046401e-204,"4","TCF25"
"CAMK2N1",6.23578260255834e-209,0.760102079577067,0.544,0.239,3.67412310942738e-204,"4","CAMK2N1"
"DHRS7",8.97700575164534e-209,1.45867427527314,0.331,0.119,5.28925178886943e-204,"4","DHRS7"
"SETX",1.99814199287375e-208,1.02483671640738,0.379,0.144,1.17730526220121e-203,"4","SETX"
"ANK3",3.42281867789499e-208,1.38660256948518,0.33,0.119,2.01672476501573e-203,"4","ANK3"
"CUTA",4.31151491271998e-208,1.08605967361002,0.363,0.136,2.54034458657461e-203,"4","CUTA"
"DENND4A",5.57545815618886e-208,1.43347816616059,0.3,0.101,3.28505994562648e-203,"4","DENND4A"
"LRBA",5.73018572620392e-208,1.13259364369047,0.381,0.146,3.37622542987935e-203,"4","LRBA"
"NOP53",8.6342243537334e-208,1.02868643862753,0.367,0.137,5.08728498921972e-203,"4","NOP53"
"LAD1",1.89459678074831e-207,1.43627124496093,0.334,0.12,1.1162964232169e-202,"4","LAD1"
"MESD",2.5631077183804e-207,1.17118967329565,0.348,0.127,1.51018306766973e-202,"4","MESD"
"DNTTIP2",3.87562279246088e-207,0.857115808397986,0.423,0.169,2.28351694931795e-202,"4","DNTTIP2"
"FLRT2",7.42649082527915e-207,1.4491174143631,0.264,0.08,4.37568839425448e-202,"4","FLRT2"
"ACTN1",1.16637723455752e-206,0.565636466907053,0.567,0.251,6.87229466601292e-202,"4","ACTN1"
"LINC01619",1.59658687992366e-206,1.49379140515496,0.316,0.111,9.4070898965102e-202,"4","LINC01619"
"FOSB",3.10488076461655e-206,0.659571494972349,0.56,0.25,1.82939574651207e-201,"4","FOSB"
"ITPR2",3.92368732971289e-206,1.37591620940469,0.261,0.079,2.31183657466683e-201,"4","ITPR2"
"PPIF",9.87591623473012e-206,1.70341828027525,0.269,0.086,5.81888984550298e-201,"4","PPIF"
"TTC17",1.10232709291217e-205,1.28147483756726,0.323,0.114,6.49491123143849e-201,"4","TTC17"
"MEMO1",1.19001217345756e-205,1.67635325094427,0.26,0.08,7.01155172601196e-201,"4","MEMO1"
"PHB2",1.69637901246303e-205,1.26645721555836,0.303,0.102,9.99506514143218e-201,"4","PHB2"
"RGS10",1.97698549419276e-205,1.64435956396497,0.266,0.083,1.16483985317837e-200,"4","RGS10"
"EEF2",2.10902379087728e-205,0.516704984754262,0.838,0.416,1.24263681758489e-200,"4","EEF2"
"MAP1LC3B",2.49581343030033e-205,1.36191688585808,0.36,0.138,1.47053327313295e-200,"4","MAP1LC3B"
"SENP5",5.02233649499781e-205,1.04737624747913,0.381,0.146,2.95916066285271e-200,"4","SENP5"
"ST3GAL1",9.37751586130182e-205,1.29838649620134,0.363,0.137,5.52523234547903e-200,"4","ST3GAL1"
"FBLIM1",1.21999339869585e-204,1.55037514493284,0.314,0.111,7.18820110511592e-200,"4","FBLIM1"
"PPHLN1",2.29370852568886e-204,1.53035549617944,0.287,0.095,1.35145306333588e-199,"4","PPHLN1"
"TRPS1",3.04559715438724e-204,0.712593933528151,0.451,0.182,1.79446584336496e-199,"4","TRPS1"
"SAT1",5.24453374636032e-204,0.60504251394523,0.662,0.305,3.0900792833555e-199,"4","SAT1"
"VGLL4",6.1454396151206e-204,1.36444187028739,0.279,0.09,3.62089302122906e-199,"4","VGLL4"
"NR6A1",9.45787488513174e-204,1.81455213374039,0.26,0.082,5.57257988231962e-199,"4","NR6A1"
"CLSTN1",1.04674731643081e-203,1.15409775240117,0.379,0.148,6.16743518841034e-199,"4","CLSTN1"
"FKBP8",1.16614011552259e-203,1.66104825562144,0.264,0.084,6.87089756065911e-199,"4","FKBP8"
"DDX17",2.63191065006655e-203,0.629194231112492,0.509,0.22,1.55072175501921e-198,"4","DDX17"
"VCL",1.34731858570507e-202,0.64299875852367,0.532,0.233,7.93840110697429e-198,"4","VCL"
"APRT",1.40746934540183e-202,1.16685842751274,0.349,0.13,8.29280938310757e-198,"4","APRT"
"PLEKHA5",6.6295001187836e-202,1.06705874304633,0.37,0.141,3.90610146998729e-197,"4","PLEKHA5"
"BAIAP2L1",7.55254659144209e-202,1.38458940436763,0.354,0.135,4.44996045167768e-197,"4","BAIAP2L1"
"RHOC",7.814508799531e-202,0.751409310023098,0.452,0.188,4.60430858468366e-197,"4","RHOC"
"ATRAID",9.15388502821556e-202,1.67926439273255,0.262,0.083,5.39346905862461e-197,"4","ATRAID"
"CAPN2",1.229919810063e-200,1.11561589502626,0.414,0.169,7.24668752089118e-196,"4","CAPN2"
"RNF168",3.29272662616834e-199,1.54486171588574,0.305,0.107,1.94007452813838e-194,"4","RNF168"
"FLNA",5.00644344747219e-199,0.947703467598815,0.384,0.15,2.94979647925061e-194,"4","FLNA"
"TRAF3",8.83510636796348e-199,1.13521267749089,0.307,0.106,5.20564467200408e-194,"4","TRAF3"
"AP3S1",1.4280687361154e-198,1.2278199735701,0.275,0.088,8.41418099319197e-194,"4","AP3S1"
"PTMA",1.57360850116388e-198,0.55907949453508,0.981,0.685,9.27170128885756e-194,"4","PTMA"
"CFL1",1.88723051370224e-198,0.599019910904854,0.828,0.428,1.11195621867336e-193,"4","CFL1"
"CCND12",2.15504475560163e-198,0.597761795060985,0.546,0.241,1.26975237000048e-193,"4","CCND1"
"HRAS",2.40503383246309e-198,1.40592287385733,0.261,0.081,1.41704593408725e-193,"4","HRAS"
"JAG1",4.96945943452679e-198,0.931455813923212,0.367,0.139,2.92800549882319e-193,"4","JAG1"
"MIB2",9.50654353832149e-198,1.44115561696723,0.293,0.101,5.60125545277902e-193,"4","MIB2"
"CTNNA1",9.29238409720413e-197,0.653199259322923,0.55,0.247,5.47507271007267e-192,"4","CTNNA1"
